index,District_Name,Crop_Year,Season,Crop,Area,Production
462,BAGALKOT,2009,Kharif ,Bajra,43613,17323
463,BAGALKOT,2009,Kharif ,Gram,810,228
464,BAGALKOT,2009,Kharif ,Groundnut,6090,1789
465,BAGALKOT,2009,Kharif ,Horse-gram,810,228
466,BAGALKOT,2009,Kharif ,Jowar,5189,3769
467,BAGALKOT,2009,Kharif ,Maize,59425,124102
468,BAGALKOT,2009,Kharif ,Moong(Green Gram),36714,4883
469,BAGALKOT,2009,Kharif ,Niger seed,166,58
470,BAGALKOT,2009,Kharif ,Onion,17697,49445
471,BAGALKOT,2009,Kharif ,Other Kharif pulses,715,256
472,BAGALKOT,2009,Kharif ,Rice,133,381
473,BAGALKOT,2009,Kharif ,Sesamum,2350,801
474,BAGALKOT,2009,Kharif ,Small millets,54,15
475,BAGALKOT,2009,Kharif ,Soyabean,3524,2035
476,BAGALKOT,2009,Kharif ,Sunflower,26140,5156
477,BAGALKOT,2009,Kharif ,Urad,118,10
478,BAGALKOT,2009,Rabi ,Dry chillies,613,669
479,BAGALKOT,2009,Rabi ,Gram,1244,474
480,BAGALKOT,2009,Rabi ,Groundnut,17718,20266
481,BAGALKOT,2009,Rabi ,Horse-gram,1244,474
482,BAGALKOT,2009,Rabi ,Jowar,110368,117488
483,BAGALKOT,2009,Rabi ,Linseed,2354,635
484,BAGALKOT,2009,Rabi ,Maize,20192,63865
485,BAGALKOT,2009,Rabi ,Onion,2083,14319
486,BAGALKOT,2009,Rabi ,Other  Rabi pulses,952,255
487,BAGALKOT,2009,Rabi ,Safflower,2570,1734
488,BAGALKOT,2009,Rabi ,Sunflower,32103,17100
489,BAGALKOT,2009,Rabi ,Wheat,26356,36213
490,BAGALKOT,2009,Summer ,Dry chillies,125,576
491,BAGALKOT,2009,Summer ,Maize,2413,9552
492,BAGALKOT,2009,Summer ,Onion,540,4485
493,BAGALKOT,2009,Summer ,Sunflower,2341,2295
494,BAGALKOT,2009,Whole Year,Banana,1575,17048
495,BAGALKOT,2009,Whole Year,Cashewnut,1,1
496,BAGALKOT,2009,Whole Year,Coconut ,614,4366
497,BAGALKOT,2009,Whole Year,Coriander,240,118
498,BAGALKOT,2009,Whole Year,Cotton(lint),2824,4402
499,BAGALKOT,2009,Whole Year,Garlic,25,32
500,BAGALKOT,2009,Whole Year,Mesta,4,6
501,BAGALKOT,2009,Whole Year,Sugarcane,63833,6549266
502,BAGALKOT,2009,Whole Year,Sweet potato,15,99
503,BAGALKOT,2009,Whole Year,Tobacco,1,1
504,BAGALKOT,2009,Whole Year,Turmeric,3231,24717
505,BAGALKOT,2010,Kharif ,Arhar/Tur,11231,5708
506,BAGALKOT,2010,Kharif ,Bajra,34045,49726
507,BAGALKOT,2010,Kharif ,Cotton(lint),1034,2338
508,BAGALKOT,2010,Kharif ,Cowpea(Lobia),225,116
509,BAGALKOT,2010,Kharif ,Dry chillies,1492,634
510,BAGALKOT,2010,Kharif ,Groundnut,3633,2564
511,BAGALKOT,2010,Kharif ,Horse-gram,876,514
512,BAGALKOT,2010,Kharif ,Jowar,3707,10608
513,BAGALKOT,2010,Kharif ,Maize,60240,242030
514,BAGALKOT,2010,Kharif ,Moong(Green Gram),51675,7806
515,BAGALKOT,2010,Kharif ,Niger seed,77,23
516,BAGALKOT,2010,Kharif ,Onion,17139,141312
517,BAGALKOT,2010,Kharif ,Other Kharif pulses,477,153
518,BAGALKOT,2010,Kharif ,Rice,121,388
519,BAGALKOT,2010,Kharif ,Sesamum,2470,1666
520,BAGALKOT,2010,Kharif ,Small millets,26,10
521,BAGALKOT,2010,Kharif ,Soyabean,3696,3181
522,BAGALKOT,2010,Kharif ,Sunflower,11867,6514
523,BAGALKOT,2010,Kharif ,Urad,4,1
524,BAGALKOT,2010,Rabi ,Cotton(lint),1357,1938
525,BAGALKOT,2010,Rabi ,Cowpea(Lobia),931,246
526,BAGALKOT,2010,Rabi ,Dry chillies,642,745
527,BAGALKOT,2010,Rabi ,Gram,78006,50581
528,BAGALKOT,2010,Rabi ,Groundnut,17639,25136
529,BAGALKOT,2010,Rabi ,Horse-gram,1045,637
530,BAGALKOT,2010,Rabi ,Jowar,102139,116792
531,BAGALKOT,2010,Rabi ,Linseed,2441,610
532,BAGALKOT,2010,Rabi ,Maize,24819,64462
533,BAGALKOT,2010,Rabi ,Onion,2244,14257
534,BAGALKOT,2010,Rabi ,Other  Rabi pulses,119,46
535,BAGALKOT,2010,Rabi ,Rapeseed &Mustard,12,4
536,BAGALKOT,2010,Rabi ,Safflower,2708,1945
537,BAGALKOT,2010,Rabi ,Sunflower,19626,14452
538,BAGALKOT,2010,Rabi ,Wheat,24693,40235
539,BAGALKOT,2010,Summer ,Dry chillies,119,362
540,BAGALKOT,2010,Summer ,Maize,2961,9446
541,BAGALKOT,2010,Summer ,Onion,709,10377
542,BAGALKOT,2010,Summer ,Rice,23,74
543,BAGALKOT,2010,Summer ,Sunflower,3947,4537
544,BAGALKOT,2010,Whole Year,Banana,1518,16956
545,BAGALKOT,2010,Whole Year,Cashewnut,1,1
546,BAGALKOT,2010,Whole Year,Coconut ,664,6347
547,BAGALKOT,2010,Whole Year,Coriander,229,85
548,BAGALKOT,2010,Whole Year,Garlic,16,21
549,BAGALKOT,2010,Whole Year,Mesta,4,5
550,BAGALKOT,2010,Whole Year,Sugarcane,79930,7897084
551,BAGALKOT,2010,Whole Year,Sweet potato,13,107
552,BAGALKOT,2010,Whole Year,Turmeric,2150,13177
553,BAGALKOT,2011,Kharif ,Arhar/Tur,7437,1915
554,BAGALKOT,2011,Kharif ,Bajra,33222,42396
555,BAGALKOT,2011,Kharif ,Castor seed,20,17
556,BAGALKOT,2011,Kharif ,Cotton(lint),1007,2450
557,BAGALKOT,2011,Kharif ,Cowpea(Lobia),524,277
558,BAGALKOT,2011,Kharif ,Dry chillies,2135,3095
559,BAGALKOT,2011,Kharif ,Groundnut,3782,1945
560,BAGALKOT,2011,Kharif ,Horse-gram,730,435
561,BAGALKOT,2011,Kharif ,Jowar,6439,14927
562,BAGALKOT,2011,Kharif ,Maize,55883,197044
563,BAGALKOT,2011,Kharif ,Moong(Green Gram),42815,7443
564,BAGALKOT,2011,Kharif ,Niger seed,178,48
565,BAGALKOT,2011,Kharif ,Onion,18304,141893
566,BAGALKOT,2011,Kharif ,Other Kharif pulses,442,124
567,BAGALKOT,2011,Kharif ,Rice,79,254
568,BAGALKOT,2011,Kharif ,Sesamum,1949,443
569,BAGALKOT,2011,Kharif ,Small millets,25,8
570,BAGALKOT,2011,Kharif ,Soyabean,3026,2636
571,BAGALKOT,2011,Kharif ,Sunflower,20603,9979
572,BAGALKOT,2011,Kharif ,Urad,32,12
573,BAGALKOT,2011,Rabi ,Cotton(lint),874,928
574,BAGALKOT,2011,Rabi ,Cowpea(Lobia),940,331
575,BAGALKOT,2011,Rabi ,Dry chillies,605,587
576,BAGALKOT,2011,Rabi ,Gram,75580,34571
577,BAGALKOT,2011,Rabi ,Groundnut,22893,25946
578,BAGALKOT,2011,Rabi ,Horse-gram,926,262
579,BAGALKOT,2011,Rabi ,Jowar,104924,96699
580,BAGALKOT,2011,Rabi ,Linseed,1758,635
581,BAGALKOT,2011,Rabi ,Maize,24019,74159
582,BAGALKOT,2011,Rabi ,Onion,1561,17276
583,BAGALKOT,2011,Rabi ,Other  Rabi pulses,93,87
584,BAGALKOT,2011,Rabi ,Safflower,2500,2225
585,BAGALKOT,2011,Rabi ,Sunflower,26904,13012
586,BAGALKOT,2011,Rabi ,Wheat,25676,41483
587,BAGALKOT,2011,Summer ,Dry chillies,127,445
588,BAGALKOT,2011,Summer ,Jowar,28,51
589,BAGALKOT,2011,Summer ,Maize,2395,8680
590,BAGALKOT,2011,Summer ,Onion,362,4721
591,BAGALKOT,2011,Summer ,Rice,6,20
592,BAGALKOT,2011,Summer ,Sunflower,2855,3016
593,BAGALKOT,2011,Whole Year,Banana,1135,14772
594,BAGALKOT,2011,Whole Year,Cashewnut,1,1
595,BAGALKOT,2011,Whole Year,Coconut ,695,6909
596,BAGALKOT,2011,Whole Year,Coriander,164,67
597,BAGALKOT,2011,Whole Year,Garlic,13,16
598,BAGALKOT,2011,Whole Year,Mesta,4,5
599,BAGALKOT,2011,Whole Year,Sugarcane,89361,8064830
600,BAGALKOT,2011,Whole Year,Sweet potato,31,452
601,BAGALKOT,2011,Whole Year,Turmeric,3225,22475
602,BAGALKOT,2012,Kharif ,Arhar/Tur,949,209
603,BAGALKOT,2012,Kharif ,Bajra,19091,18227
604,BAGALKOT,2012,Kharif ,Cotton(lint),477,909
605,BAGALKOT,2012,Kharif ,Cowpea(Lobia),166,45
606,BAGALKOT,2012,Kharif ,Dry chillies,1387,4923
607,BAGALKOT,2012,Kharif ,Groundnut,1306,721
608,BAGALKOT,2012,Kharif ,Horse-gram,310,67
609,BAGALKOT,2012,Kharif ,Jowar,1708,3141
610,BAGALKOT,2012,Kharif ,Maize,41945,106154
611,BAGALKOT,2012,Kharif ,Moong(Green Gram),925,48
612,BAGALKOT,2012,Kharif ,Niger seed,6,1
613,BAGALKOT,2012,Kharif ,Onion,7720,69292
614,BAGALKOT,2012,Kharif ,Other Kharif pulses,282,104
615,BAGALKOT,2012,Kharif ,Rice,49,125
616,BAGALKOT,2012,Kharif ,Sesamum,37,14
617,BAGALKOT,2012,Kharif ,Soyabean,285,224
618,BAGALKOT,2012,Kharif ,Sunflower,6208,3291
619,BAGALKOT,2012,Rabi ,Cotton(lint),328,409
620,BAGALKOT,2012,Rabi ,Cowpea(Lobia),154,51
621,BAGALKOT,2012,Rabi ,Dry chillies,610,1075
622,BAGALKOT,2012,Rabi ,Gram,73967,39069
623,BAGALKOT,2012,Rabi ,Horse-gram,946,182
624,BAGALKOT,2012,Rabi ,Jowar,118324,151076
625,BAGALKOT,2012,Rabi ,Linseed,2393,334
626,BAGALKOT,2012,Rabi ,Maize,24328,63025
627,BAGALKOT,2012,Rabi ,Onion,1094,8916
628,BAGALKOT,2012,Rabi ,Other  Rabi pulses,44,20
629,BAGALKOT,2012,Rabi ,Safflower,1338,824
630,BAGALKOT,2012,Rabi ,Sunflower,32822,17274
631,BAGALKOT,2012,Rabi ,Wheat,20920,18662
632,BAGALKOT,2012,Summer ,Cowpea(Lobia),792,285
633,BAGALKOT,2012,Summer ,Dry chillies,61,172
634,BAGALKOT,2012,Summer ,Groundnut,26362,27749
635,BAGALKOT,2012,Summer ,Maize,2192,8432
636,BAGALKOT,2012,Summer ,Onion,365,2841
637,BAGALKOT,2012,Summer ,Sunflower,2063,1813
638,BAGALKOT,2012,Whole Year,Cashewnut,2,2
639,BAGALKOT,2012,Whole Year,Coconut ,664,6537
640,BAGALKOT,2012,Whole Year,Coriander,145,57
641,BAGALKOT,2012,Whole Year,Garlic,10,13
642,BAGALKOT,2012,Whole Year,Sugarcane,91361,7984951
643,BAGALKOT,2012,Whole Year,Sweet potato,12,186
644,BAGALKOT,2012,Whole Year,Turmeric,1797,9159
645,BAGALKOT,2013,Kharif ,Arhar/Tur,4074,2129
646,BAGALKOT,2013,Kharif ,Bajra,26519,24211
647,BAGALKOT,2013,Kharif ,Cotton(lint),606,1795
648,BAGALKOT,2013,Kharif ,Cowpea(Lobia),555,207
649,BAGALKOT,2013,Kharif ,Dry chillies,1227,5383
650,BAGALKOT,2013,Kharif ,Groundnut,2082,1454
651,BAGALKOT,2013,Kharif ,Horse-gram,389,92
652,BAGALKOT,2013,Kharif ,Jowar,2708,4757
653,BAGALKOT,2013,Kharif ,Maize,51814,183308
654,BAGALKOT,2013,Kharif ,Moong(Green Gram),37597,4750
655,BAGALKOT,2013,Kharif ,Niger seed,106,23
656,BAGALKOT,2013,Kharif ,Onion,10683,96861
657,BAGALKOT,2013,Kharif ,Other Kharif pulses,345,110
658,BAGALKOT,2013,Kharif ,Rice,54,160
659,BAGALKOT,2013,Kharif ,Sesamum,988,368
660,BAGALKOT,2013,Kharif ,Soyabean,3011,3613
661,BAGALKOT,2013,Kharif ,Sunflower,13697,7508
662,BAGALKOT,2013,Rabi ,Cotton(lint),354,653
663,BAGALKOT,2013,Rabi ,Cowpea(Lobia),45,19
664,BAGALKOT,2013,Rabi ,Dry chillies,622,1074
665,BAGALKOT,2013,Rabi ,Gram,74086,58135
666,BAGALKOT,2013,Rabi ,Horse-gram,930,188
667,BAGALKOT,2013,Rabi ,Jowar,113387,109980
668,BAGALKOT,2013,Rabi ,Linseed,1487,225
669,BAGALKOT,2013,Rabi ,Maize,20503,67647
670,BAGALKOT,2013,Rabi ,Onion,972,9730
671,BAGALKOT,2013,Rabi ,Other  Rabi pulses,35,28
672,BAGALKOT,2013,Rabi ,Safflower,910,272
673,BAGALKOT,2013,Rabi ,Sunflower,32687,17669
674,BAGALKOT,2013,Rabi ,Wheat,17901,20713
675,BAGALKOT,2013,Summer ,Cowpea(Lobia),894,352
676,BAGALKOT,2013,Summer ,Dry chillies,110,292
677,BAGALKOT,2013,Summer ,Groundnut,26190,26747
678,BAGALKOT,2013,Summer ,Maize,2825,8384
679,BAGALKOT,2013,Summer ,Onion,328,3276
680,BAGALKOT,2013,Summer ,Sunflower,2266,2387
681,BAGALKOT,2013,Whole Year,Black pepper,6,15
682,BAGALKOT,2013,Whole Year,Cashewnut,3,3
683,BAGALKOT,2013,Whole Year,Coconut ,776,6157
684,BAGALKOT,2013,Whole Year,Coriander,94,27
685,BAGALKOT,2013,Whole Year,Sannhamp,3,1
686,BAGALKOT,2013,Whole Year,Sugarcane,86942,9002844
687,BAGALKOT,2013,Whole Year,Turmeric,1703,9670
688,BAGALKOT,2014,Kharif ,Arhar/Tur,6144,2673
689,BAGALKOT,2014,Kharif ,Bajra,22021,24288
690,BAGALKOT,2014,Kharif ,Cotton(lint),3299,8996
691,BAGALKOT,2014,Kharif ,Cowpea(Lobia),83,36
692,BAGALKOT,2014,Kharif ,Dry chillies,977,1788
693,BAGALKOT,2014,Kharif ,Groundnut,1406,1344
694,BAGALKOT,2014,Kharif ,Horse-gram,337,90
695,BAGALKOT,2014,Kharif ,Jowar,965,1492
696,BAGALKOT,2014,Kharif ,Maize,44472,166543
697,BAGALKOT,2014,Kharif ,Moong(Green Gram),22974,4081
698,BAGALKOT,2014,Kharif ,Niger seed,74,20
699,BAGALKOT,2014,Kharif ,Onion,10969,82750
700,BAGALKOT,2014,Kharif ,Other Kharif pulses,182,80
701,BAGALKOT,2014,Kharif ,Rice,25,76
702,BAGALKOT,2014,Kharif ,Sesamum,188,86
703,BAGALKOT,2014,Kharif ,Soyabean,2505,2401
704,BAGALKOT,2014,Kharif ,Sunflower,13020,8151
705,BAGALKOT,2014,Kharif ,Urad,630,175
706,BAGALKOT,2014,Rabi ,Cotton(lint),210,334
707,BAGALKOT,2014,Rabi ,Cowpea(Lobia),120,44
708,BAGALKOT,2014,Rabi ,Dry chillies,669,2021
709,BAGALKOT,2014,Rabi ,Gram,91880,54728
710,BAGALKOT,2014,Rabi ,Horse-gram,925,332
711,BAGALKOT,2014,Rabi ,Jowar,104822,102867
712,BAGALKOT,2014,Rabi ,Linseed,1770,454
713,BAGALKOT,2014,Rabi ,Maize,20789,81388
714,BAGALKOT,2014,Rabi ,Onion,1237,10051
715,BAGALKOT,2014,Rabi ,Other  Rabi pulses,36,28
716,BAGALKOT,2014,Rabi ,Safflower,890,348
717,BAGALKOT,2014,Rabi ,Sunflower,26474,16599
718,BAGALKOT,2014,Rabi ,Wheat,23237,36071
719,BAGALKOT,2014,Summer ,Cotton(lint),350,663
720,BAGALKOT,2014,Summer ,Cowpea(Lobia),546,200
721,BAGALKOT,2014,Summer ,Dry chillies,84,162
722,BAGALKOT,2014,Summer ,Groundnut,25540,26398
723,BAGALKOT,2014,Summer ,Maize,2820,9746
724,BAGALKOT,2014,Summer ,Onion,313,2880
725,BAGALKOT,2014,Summer ,Sunflower,1915,1939
726,BAGALKOT,2014,Whole Year,Coconut ,743,6630
727,BAGALKOT,2014,Whole Year,Coriander,125,42
728,BAGALKOT,2014,Whole Year,Dry ginger,134,3892
729,BAGALKOT,2014,Whole Year,Sugarcane,93679,10234431
730,BAGALKOT,2014,Whole Year,Turmeric,2164,15005
731,BANGALORE RURAL,1997,Kharif ,Paddy,11240,39367
732,BANGALORE RURAL,1997,Kharif ,Rice,11240,26256
733,BANGALORE RURAL,1997,Rabi ,Paddy,195,632
734,BANGALORE RURAL,1997,Rabi ,Rice,195,422
735,BANGALORE RURAL,1997,Summer ,Paddy,4350,18588
736,BANGALORE RURAL,1997,Summer ,Rice,4350,12398
737,BANGALORE RURAL,1998,Kharif ,Arhar/Tur,5522,2151
738,BANGALORE RURAL,1998,Kharif ,Castor seed,3417,3840
739,BANGALORE RURAL,1998,Kharif ,Dry ginger,34,397
740,BANGALORE RURAL,1998,Kharif ,Groundnut,23543,24490
741,BANGALORE RURAL,1998,Kharif ,Horse-gram,6374,2695
742,BANGALORE RURAL,1998,Kharif ,Maize,4870,15072
743,BANGALORE RURAL,1998,Kharif ,Moong(Green Gram),335,66
744,BANGALORE RURAL,1998,Kharif ,Niger seed,2606,642
745,BANGALORE RURAL,1998,Kharif ,Onion,71,322
746,BANGALORE RURAL,1998,Kharif ,Peas & beans (Pulses),185,2514
747,BANGALORE RURAL,1998,Kharif ,Potato,835,9203
748,BANGALORE RURAL,1998,Kharif ,Ragi,145038,242901
749,BANGALORE RURAL,1998,Kharif ,Rapeseed &Mustard,1270,412
750,BANGALORE RURAL,1998,Kharif ,Rice,14305,39567
751,BANGALORE RURAL,1998,Kharif ,Sesamum,1245,504
752,BANGALORE RURAL,1998,Kharif ,Soyabean,49,53
753,BANGALORE RURAL,1998,Kharif ,Sunflower,133,43
754,BANGALORE RURAL,1998,Rabi ,Gram,50,35
755,BANGALORE RURAL,1998,Rabi ,Groundnut,1113,1319
756,BANGALORE RURAL,1998,Rabi ,Horse-gram,3654,2236
757,BANGALORE RURAL,1998,Rabi ,Maize,68,139
758,BANGALORE RURAL,1998,Rabi ,Peas & beans (Pulses),27,272
759,BANGALORE RURAL,1998,Rabi ,Potato,212,4672
760,BANGALORE RURAL,1998,Rabi ,Ragi,216,314
761,BANGALORE RURAL,1998,Rabi ,Sunflower,30,17
762,BANGALORE RURAL,1998,Summer ,Maize,430,978
763,BANGALORE RURAL,1998,Summer ,Onion,150,1861
764,BANGALORE RURAL,1998,Summer ,Peas & beans (Pulses),237,2386
765,BANGALORE RURAL,1998,Summer ,Potato,629,10664
766,BANGALORE RURAL,1998,Summer ,Ragi,1754,3946
767,BANGALORE RURAL,1998,Summer ,Rice,6662,21506
768,BANGALORE RURAL,1998,Summer ,Sunflower,68,38
769,BANGALORE RURAL,1998,Whole Year,Arecanut,479,3226
770,BANGALORE RURAL,1998,Whole Year,Coconut ,14114,67405
771,BANGALORE RURAL,1998,Whole Year,Coriander,129,14
772,BANGALORE RURAL,1998,Whole Year,Dry chillies,1652,627
773,BANGALORE RURAL,1998,Whole Year,Garlic,29,33
774,BANGALORE RURAL,1998,Whole Year,Turmeric,55,197
775,BANGALORE RURAL,1999,Kharif ,Arhar/Tur,5556,3473
776,BANGALORE RURAL,1999,Kharif ,Castor seed,3659,3434
777,BANGALORE RURAL,1999,Kharif ,Dry ginger,32,374
778,BANGALORE RURAL,1999,Kharif ,Groundnut,18643,14273
779,BANGALORE RURAL,1999,Kharif ,Horse-gram,6337,3395
780,BANGALORE RURAL,1999,Kharif ,Maize,5099,15076
781,BANGALORE RURAL,1999,Kharif ,Moong(Green Gram),316,109
782,BANGALORE RURAL,1999,Kharif ,Niger seed,3099,764
783,BANGALORE RURAL,1999,Kharif ,Other Kharif pulses,5446,946
784,BANGALORE RURAL,1999,Kharif ,Ragi,147095,302839
785,BANGALORE RURAL,1999,Kharif ,Rice,11541,32410
786,BANGALORE RURAL,1999,Kharif ,Sesamum,2576,1451
787,BANGALORE RURAL,1999,Kharif ,Small millets,482,210
788,BANGALORE RURAL,1999,Kharif ,Soyabean,19,17
789,BANGALORE RURAL,1999,Kharif ,Sunflower,95,49
790,BANGALORE RURAL,1999,Kharif ,Urad,296,96
791,BANGALORE RURAL,1999,Rabi ,Gram,36,22
792,BANGALORE RURAL,1999,Rabi ,Groundnut,488,536
793,BANGALORE RURAL,1999,Rabi ,Horse-gram,7009,4148
794,BANGALORE RURAL,1999,Rabi ,Maize,61,149
795,BANGALORE RURAL,1999,Rabi ,Moong(Green Gram),38,9
796,BANGALORE RURAL,1999,Rabi ,Other  Rabi pulses,669,78
797,BANGALORE RURAL,1999,Rabi ,Ragi,432,560
798,BANGALORE RURAL,1999,Rabi ,Rapeseed &Mustard,1402,455
799,BANGALORE RURAL,1999,Rabi ,Rice,812,1729
800,BANGALORE RURAL,1999,Rabi ,Sunflower,107,77
801,BANGALORE RURAL,1999,Rabi ,Urad,2,1
802,BANGALORE RURAL,1999,Rabi ,Wheat,4,5
803,BANGALORE RURAL,1999,Summer ,Maize,193,353
804,BANGALORE RURAL,1999,Summer ,Ragi,2431,4859
805,BANGALORE RURAL,1999,Summer ,Rice,7949,21764
806,BANGALORE RURAL,1999,Summer ,Sunflower,28,16
807,BANGALORE RURAL,1999,Whole Year,Banana,2467,46158
808,BANGALORE RURAL,1999,Whole Year,Black pepper,5,12
809,BANGALORE RURAL,1999,Whole Year,Coconut ,14705,70228
810,BANGALORE RURAL,1999,Whole Year,Coriander,143,15
811,BANGALORE RURAL,1999,Whole Year,Dry chillies,641,655
812,BANGALORE RURAL,1999,Whole Year,Garlic,19,21
813,BANGALORE RURAL,1999,Whole Year,Onion,51,399
814,BANGALORE RURAL,1999,Whole Year,Potato,691,14644
815,BANGALORE RURAL,1999,Whole Year,Sugarcane,1484,149439
816,BANGALORE RURAL,1999,Whole Year,Sweet potato,43,273
817,BANGALORE RURAL,1999,Whole Year,Tapioca,168,1254
818,BANGALORE RURAL,1999,Whole Year,Turmeric,51,212
819,BANGALORE RURAL,2000,Kharif ,Arhar/Tur,4725,3407
820,BANGALORE RURAL,2000,Kharif ,Castor seed,3701,5974
821,BANGALORE RURAL,2000,Kharif ,Dry ginger,37,432
822,BANGALORE RURAL,2000,Kharif ,Groundnut,17892,16596
823,BANGALORE RURAL,2000,Kharif ,Horse-gram,7290,6517
824,BANGALORE RURAL,2000,Kharif ,Maize,4941,15845
825,BANGALORE RURAL,2000,Kharif ,Moong(Green Gram),363,151
826,BANGALORE RURAL,2000,Kharif ,Niger seed,2948,727
827,BANGALORE RURAL,2000,Kharif ,Other Kharif pulses,21463,3766
828,BANGALORE RURAL,2000,Kharif ,Ragi,145995,301161
829,BANGALORE RURAL,2000,Kharif ,Rice,14828,37089
830,BANGALORE RURAL,2000,Kharif ,Sesamum,2154,1441
831,BANGALORE RURAL,2000,Kharif ,Small millets,456,243
832,BANGALORE RURAL,2000,Kharif ,Soyabean,14,15
833,BANGALORE RURAL,2000,Kharif ,Sunflower,43,27
834,BANGALORE RURAL,2000,Kharif ,Urad,286,111
835,BANGALORE RURAL,2000,Rabi ,Gram,20,13
836,BANGALORE RURAL,2000,Rabi ,Groundnut,1039,1055
837,BANGALORE RURAL,2000,Rabi ,Horse-gram,3597,994
838,BANGALORE RURAL,2000,Rabi ,Maize,21,53
839,BANGALORE RURAL,2000,Rabi ,Moong(Green Gram),8,2
840,BANGALORE RURAL,2000,Rabi ,Other  Rabi pulses,337,41
841,BANGALORE RURAL,2000,Rabi ,Ragi,282,438
842,BANGALORE RURAL,2000,Rabi ,Rapeseed &Mustard,1475,479
843,BANGALORE RURAL,2000,Rabi ,Rice,715,1532
844,BANGALORE RURAL,2000,Rabi ,Sunflower,16,12
845,BANGALORE RURAL,2000,Rabi ,Urad,5,2
846,BANGALORE RURAL,2000,Summer ,Maize,283,796
847,BANGALORE RURAL,2000,Summer ,Ragi,1469,2853
848,BANGALORE RURAL,2000,Summer ,Rice,6887,18490
849,BANGALORE RURAL,2000,Summer ,Sunflower,102,73
850,BANGALORE RURAL,2000,Whole Year,Arecanut,514,719
851,BANGALORE RURAL,2000,Whole Year,Banana,2320,31503
852,BANGALORE RURAL,2000,Whole Year,Black pepper,8,19
853,BANGALORE RURAL,2000,Whole Year,Coconut ,15076,71999
854,BANGALORE RURAL,2000,Whole Year,Coriander,133,14
855,BANGALORE RURAL,2000,Whole Year,Dry chillies,741,597
856,BANGALORE RURAL,2000,Whole Year,Garlic,3,3
857,BANGALORE RURAL,2000,Whole Year,Onion,50,288
858,BANGALORE RURAL,2000,Whole Year,Potato,1870,29280
859,BANGALORE RURAL,2000,Whole Year,Sugarcane,1548,158825
860,BANGALORE RURAL,2000,Whole Year,Sweet potato,47,298
861,BANGALORE RURAL,2000,Whole Year,Tapioca,173,1260
862,BANGALORE RURAL,2000,Whole Year,Turmeric,151,678
863,BANGALORE RURAL,2001,Kharif ,Arhar/Tur,4503,2798
864,BANGALORE RURAL,2001,Kharif ,Castor seed,2931,4967
865,BANGALORE RURAL,2001,Kharif ,Dry ginger,59,689
866,BANGALORE RURAL,2001,Kharif ,Groundnut,12305,14116
867,BANGALORE RURAL,2001,Kharif ,Horse-gram,7256,4701
868,BANGALORE RURAL,2001,Kharif ,Maize,5658,23718
869,BANGALORE RURAL,2001,Kharif ,Moong(Green Gram),93,24
870,BANGALORE RURAL,2001,Kharif ,Niger seed,2600,641
871,BANGALORE RURAL,2001,Kharif ,Other Kharif pulses,15964,2793
872,BANGALORE RURAL,2001,Kharif ,Ragi,146131,283423
873,BANGALORE RURAL,2001,Kharif ,Rice,11067,28322
874,BANGALORE RURAL,2001,Kharif ,Sesamum,2668,986
875,BANGALORE RURAL,2001,Kharif ,Small millets,445,383
876,BANGALORE RURAL,2001,Kharif ,Sunflower,49,32
877,BANGALORE RURAL,2001,Kharif ,Urad,81,30
878,BANGALORE RURAL,2001,Rabi ,Gram,12,7
879,BANGALORE RURAL,2001,Rabi ,Horse-gram,2652,2363
880,BANGALORE RURAL,2001,Rabi ,Maize,37,91
881,BANGALORE RURAL,2001,Rabi ,Moong(Green Gram),4,1
882,BANGALORE RURAL,2001,Rabi ,Other  Rabi pulses,208,26
883,BANGALORE RURAL,2001,Rabi ,Ragi,168,230
884,BANGALORE RURAL,2001,Rabi ,Rapeseed &Mustard,1766,573
885,BANGALORE RURAL,2001,Rabi ,Rice,169,324
886,BANGALORE RURAL,2001,Rabi ,Sunflower,2,2
887,BANGALORE RURAL,2001,Rabi ,Urad,1,0
888,BANGALORE RURAL,2001,Summer ,Maize,417,1097
889,BANGALORE RURAL,2001,Summer ,Ragi,645,1137
890,BANGALORE RURAL,2001,Summer ,Rice,3073,7891
891,BANGALORE RURAL,2001,Summer ,Sunflower,41,33
892,BANGALORE RURAL,2001,Whole Year,Arecanut,1828,2557
893,BANGALORE RURAL,2001,Whole Year,Black pepper,5,12
894,BANGALORE RURAL,2001,Whole Year,Coconut ,21948,78614
895,BANGALORE RURAL,2001,Whole Year,Coriander,7,1
896,BANGALORE RURAL,2001,Whole Year,Dry chillies,1578,1226
897,BANGALORE RURAL,2001,Whole Year,Onion,50,463
898,BANGALORE RURAL,2001,Whole Year,Peas & beans (Pulses),675,4498
899,BANGALORE RURAL,2001,Whole Year,Potato,1636,27066
900,BANGALORE RURAL,2001,Whole Year,Sugarcane,1608,129846
901,BANGALORE RURAL,2001,Whole Year,Turmeric,38,203
902,BANGALORE RURAL,2002,Kharif ,Arhar/Tur,3136,1278
903,BANGALORE RURAL,2002,Kharif ,Castor seed,1622,4364
904,BANGALORE RURAL,2002,Kharif ,Dry ginger,30,350
905,BANGALORE RURAL,2002,Kharif ,Groundnut,10732,10261
906,BANGALORE RURAL,2002,Kharif ,Horse-gram,11091,6828
907,BANGALORE RURAL,2002,Kharif ,Maize,4479,14820
